OD	Drug	Concentration	Replicate	Strain	Time_h	OD_no1st	Concentration_f
0.363	Nx	0	1	nmpC	3.25	0.207	0
0.36	Nx	0	2	cueO	3.25	0.203	0
0.455	Nx	0	2	nmpC	3.25	0.3	0
0.391	Nx	0	1	blc	3.25	0.235	0
0.452	Nx	0	1	putP	3.25	0.296	0
0.396	Nx	0	2	blc	3.25	0.25	0
0.346	Nx	0	2	putP	3.25	0.194	0
0.399	Nx	0	1	eamA	3.25	0.246	0
0.413	Nx	0	1	BW_EC	3.25	0.258	0
0.41	Nx	0	2	eamA	3.25	0.261	0
0.4	Nx	0	2	BW_EC	3.25	0.256	0
0.321	Nx	0	1	yhbE	3.25	0.179	0
0.411	Nx	0	1	BW_SG	3.25	0.265	0
0.203	Nx	0	2	yhbE	3.25	0.058	0
0.289	Nx	0	2	BW_SG	3.25	0.14	0
0.437	Nx	0	1	ampD	3.25	0.271	0
0.212	Nx	0	1	nobug	3.25	0.00600000000000001	0
0.453	Nx	0	2	ampD	3.25	0.279	0
0.18	Nx	0	1	nobug	3.25	0.00700000000000001	0
0.197	Nx	0	1	lptD	3.25	0.011	0
0.178	Nx	0	1	nobug	3.25	0.011	0
0.196	Nx	0	2	lptD	3.25	0.011	0
0.171	Nx	0	1	nobug	3.25	0.00600000000000001	0
0.206	Nx	0	1	nobug	3.25	0.002	0
0.229	Nx	0	1	nobug	3.25	0.00800000000000001	0
0.198	Nx	0	1	nobug	3.25	0.003	0
0.236	Nx	0	1	nobug	3.25	0	0
0.196	Nx	0	1	nobug	3.25	0.001	0
0.201	Nx	0	1	nobug	3.25	0.005	0
0.2	Nx	0	1	nobug	3.25	0.002	0
0.223	Nx	0	1	nobug	3.25	0.001	0
0.211	Nx	0	1	nobug	3.25	0.003	0
0.74	Nx	0	1	nobug	3.25	0	0
0.199	Nx	0	1	nobug	3.25	0.001	0
0.826	Nx	0	1	nobug	3.25	0	0
0.19	Nx	0	1	nobug	3.25	0.002	0
0.445	Nx	0	1	nobug	3.25	0	0
0.183	Nx	0	1	nobug	3.25	0.003	0
0.23	Nx	0	1	nobug	3.25	0	0
0.163	Nx	8	1	zntA	3.5	0	8
0.171	Nx	8	1	yijE	3.5	0.002	8
0.165	Nx	8	2	zntA	3.5	0	8
0.171	Nx	8	2	yijE	3.5	0	8
0.165	Nx	8	1	ompF	3.5	0	8
0.168	Nx	8	1	copA	3.5	0	8
0.165	Nx	8	2	ompF	3.5	0	8
0.163	Nx	8	2	copA	3.5	0	8
0.16	Nx	8	1	cueO	3.5	0	8
0.161	Nx	8	1	nmpC	3.5	0	8
0.164	Nx	8	2	cueO	3.5	0	8
0.16	Nx	8	2	nmpC	3.5	0	8
0.165	Nx	8	1	blc	3.5	0	8
0.158	Nx	8	1	putP	3.5	0	8
0.161	Nx	8	2	blc	3.5	0	8
0.16	Nx	8	2	putP	3.5	0	8
0.16	Nx	8	1	eamA	3.5	0	8
0.158	Nx	8	1	BW_EC	3.5	0	8
0.159	Nx	8	2	eamA	3.5	0	8
0.151	Nx	8	2	BW_EC	3.5	0	8
0.146	Nx	8	1	yhbE	3.5	0	8
0.152	Nx	8	1	BW_SG	3.5	0.001	8
0.154	Nx	8	2	yhbE	3.5	0	8
0.151	Nx	8	2	BW_SG	3.5	0	8
0.169	Nx	8	1	ampD	3.5	0	8
0.199	Nx	0	1	nobug	3.5	0.012	0
0.181	Nx	8	2	ampD	3.5	0.001	8
0.2	Nx	0	1	nobug	3.5	0.004	0
0.18	Nx	8	1	lptD	3.5	0	8
0.199	Nx	0	1	nobug	3.5	0.00800000000000001	0
0.172	Nx	8	2	lptD	3.5	0	8
0.178	Nx	0	1	nobug	3.5	0.003	0
0.213	Nx	8	1	nobug	3.5	0	8
0.162	Nx	0	1	nobug	3.5	0.00700000000000001	0
0.219	Nx	8	1	nobug	3.5	0.002	8
0.152	Nx	0	1	nobug	3.5	0	0
0.182	Nx	8	1	nobug	3.5	0	8
0.159	Nx	0	1	nobug	3.5	0	0
0.293	Nx	8	1	nobug	3.5	0	8
1.038	Nx	0	1	nobug	3.5	0	0
1.444	Nx	8	1	nobug	3.5	0	8
1.419	Nx	0	1	nobug	3.5	0	0
0.187	Nx	8	1	nobug	3.5	0.005	8
0.917	Nx	0	1	nobug	3.5	0	0
0.181	Nx	8	1	nobug	3.5	0	8
1.567	Nx	0	1	nobug	3.5	0	0
0.171	Nx	8	1	nobug	3.5	0	8
1.513	Nx	0	1	nobug	3.5	0	0
0.177	Nx	4	1	zntA	3.5	0	4
0.181	Nx	4	1	yijE	3.5	0.005	4
0.176	Nx	4	2	zntA	3.5	0.003	4
0.163	Nx	4	2	yijE	3.5	0	4
0.166	Nx	4	1	ompF	3.5	0	4
0.161	Nx	4	1	copA	3.5	0.003	4
0.163	Nx	4	2	ompF	3.5	0.002	4
0.166	Nx	4	2	copA	3.5	0	4
0.16	Nx	4	1	cueO	3.5	0	4
0.166	Nx	4	1	nmpC	3.5	0.00800000000000001	4
0.165	Nx	4	2	cueO	3.5	0.003	4
0.167	Nx	4	2	nmpC	3.5	0.004	4
0.158	Nx	4	1	blc	3.5	0.002	4
0.166	Nx	4	1	putP	3.5	0.00800000000000001	4
0.156	Nx	4	2	blc	3.5	0.003	4
0.163	Nx	4	2	putP	3.5	0	4
0.154	Nx	4	1	eamA	3.5	0.002	4
0.157	Nx	4	1	BW_EC	3.5	0.003	4
0.153	Nx	4	2	eamA	3.5	0.003	4
0.152	Nx	4	2	BW_EC	3.5	0.002	4
0.149	Nx	4	1	yhbE	3.5	0	4
0.153	Nx	4	1	BW_SG	3.5	0.004	4
0.147	Nx	4	2	yhbE	3.5	0.002	4
0.149	Nx	4	2	BW_SG	3.5	0.001	4
0.181	Nx	4	1	ampD	3.5	0.00700000000000001	4
0.224	Nx	0	1	nobug	3.5	0.01	0
0.198	Nx	4	2	ampD	3.5	0.00800000000000001	4
0.24	Nx	0	1	nobug	3.5	0.013	0
0.179	Nx	4	1	lptD	3.5	0	4
0.189	Nx	0	1	nobug	3.5	0.004	0
0.174	Nx	4	2	lptD	3.5	0	4
0.185	Nx	0	1	nobug	3.5	0.00700000000000001	0
0.219	Nx	4	1	nobug	3.5	0.02	4
0.181	Nx	0	1	nobug	3.5	0.00999999999999998	0
0.224	Nx	4	1	nobug	3.5	0.018	4
0.158	Nx	0	1	nobug	3.5	0.002	0
0.189	Nx	4	1	nobug	3.5	0.004	4
0.186	Nx	0	1	nobug	3.5	0.019	0
0.186	Nx	4	1	nobug	3.5	0	4
0.683	Nx	0	1	nobug	3.5	0	0
0.192	Nx	4	1	nobug	3.5	0.002	4
1.387	Nx	0	1	nobug	3.5	0	0
1.29	Nx	4	1	nobug	3.5	0	4
1.267	Nx	0	1	nobug	3.5	0	0
0.171	Nx	4	1	nobug	3.5	0.003	4
1.213	Nx	0	1	nobug	3.5	0	0
0.163	Nx	4	1	nobug	3.5	0.004	4
1.305	Nx	0	1	nobug	3.5	0	0
0.17	Nx	2	1	zntA	3.5	0.001	2
0.2	Nx	2	1	yijE	3.5	0.032	2
0.194	Nx	2	2	zntA	3.5	0.022	2
0.172	Nx	2	2	yijE	3.5	0.00899999999999998	2
0.192	Nx	2	1	ompF	3.5	0.028	2
0.191	Nx	2	1	copA	3.5	0.024	2
0.202	Nx	2	2	ompF	3.5	0.036	2
0.194	Nx	2	2	copA	3.5	0.019	2
0.212	Nx	2	1	cueO	3.5	0.054	2
0.197	Nx	2	1	nmpC	3.5	0.041	2
0.188	Nx	2	2	cueO	3.5	0.025	2
0.22	Nx	2	2	nmpC	3.5	0.06	2
0.193	Nx	2	1	blc	3.5	0.038	2
0.205	Nx	2	1	putP	3.5	0.044	2
0.204	Nx	2	2	blc	3.5	0.042	2
0.214	Nx	2	2	putP	3.5	0.054	2
0.19	Nx	2	1	eamA	3.5	0.034	2
0.234	Nx	2	1	BW_EC	3.5	0.081	2
0.206	Nx	2	2	eamA	3.5	0.049	2
0.197	Nx	2	2	BW_EC	3.5	0.052	2
0.153	Nx	2	1	yhbE	3.5	0.00800000000000001	2
0.224	Nx	2	1	BW_SG	3.5	0.077	2
0.166	Nx	2	2	yhbE	3.5	0.017	2
0.169	Nx	2	2	BW_SG	3.5	0.023	2
0.276	Nx	2	1	ampD	3.5	0.107	2
0.195	Nx	0	1	nobug	3.5	0.00700000000000001	0
0.285	Nx	2	2	ampD	3.5	0.091	2
0.19	Nx	0	1	nobug	3.5	0	0
0.187	Nx	2	1	lptD	3.5	0	2
0.211	Nx	0	1	nobug	3.5	0.011	0
0.18	Nx	2	2	lptD	3.5	0.002	2
0.188	Nx	0	1	nobug	3.5	0.005	0
0.219	Nx	2	1	nobug	3.5	0	2
0.185	Nx	0	1	nobug	3.5	0.01	0
0.207	Nx	2	1	nobug	3.5	0.003	2
0.166	Nx	0	1	nobug	3.5	0.011	0
0.193	Nx	2	1	nobug	3.5	0.004	2
0.156	Nx	0	1	nobug	3.5	0.00700000000000001	0
0.194	Nx	2	1	nobug	3.5	0	2
0.156	Nx	0	1	nobug	3.5	0	0
0.201	Nx	2	1	nobug	3.5	0.002	2
1.013	Nx	0	1	nobug	3.5	0	0
0.172	Nx	2	1	nobug	3.5	0.000999999999999973	2
1.739	Nx	0	1	nobug	3.5	0	0
1.256	Nx	2	1	nobug	3.5	0	2
1.609	Nx	0	1	nobug	3.5	0	0
0.174	Nx	2	1	nobug	3.5	0.002	2
1.383	Nx	0	1	nobug	3.5	0	0
0.237	Nx	1	1	zntA	3.5	0.07	1
0.301	Nx	1	1	yijE	3.5	0.139	1
0.309	Nx	1	2	zntA	3.5	0.134	1
0.234	Nx	1	2	yijE	3.5	0.067	1
0.248	Nx	1	1	ompF	3.5	0.081	1
0.264	Nx	1	1	copA	3.5	0.097	1
0.286	Nx	1	2	ompF	3.5	0.12	1
0.266	Nx	1	2	copA	3.5	0.099	1
0.293	Nx	1	1	cueO	3.5	0.135	1
0.294	Nx	1	1	nmpC	3.5	0.137	1
0.25	Nx	1	2	cueO	3.5	0.094	1
0.321	Nx	1	2	nmpC	3.5	0.161	1
0.273	Nx	1	1	blc	3.5	0.118	1
0.294	Nx	1	1	putP	3.5	0.142	1
0.314	Nx	1	2	blc	3.5	0.153	1
0.268	Nx	1	2	putP	3.5	0.111	1
0.276	Nx	1	1	eamA	3.5	0.122	1
0.361	Nx	1	1	BW_EC	3.5	0.208	1
0.298	Nx	1	2	eamA	3.5	0.145	1
0.328	Nx	1	2	BW_EC	3.5	0.183	1
0.204	Nx	1	1	yhbE	3.5	0.055	1
0.39	Nx	1	1	BW_SG	3.5	0.244	1
0.212	Nx	1	2	yhbE	3.5	0.064	1
0.236	Nx	1	2	BW_SG	3.5	0.091	1
0.389	Nx	1	1	ampD	3.5	0.212	1
0.2	Nx	0	1	nobug	3.5	0.004	0
0.406	Nx	1	2	ampD	3.5	0.203	1
0.198	Nx	0	1	nobug	3.5	0.019	0
0.202	Nx	1	1	lptD	3.5	0.00700000000000001	1
0.186	Nx	0	1	nobug	3.5	0.013	0
0.201	Nx	1	2	lptD	3.5	0.011	1
0.185	Nx	0	1	nobug	3.5	0.00900000000000001	0
0.226	Nx	1	1	nobug	3.5	0.004	1
0.178	Nx	0	1	nobug	3.5	0.011	0
0.203	Nx	1	1	nobug	3.5	0.001	1
0.235	Nx	0	1	nobug	3.5	0.00999999999999998	0
0.191	Nx	1	1	nobug	3.5	0.002	1
0.188	Nx	0	1	nobug	3.5	0.01	0
0.199	Nx	1	1	nobug	3.5	0.002	1
0.197	Nx	0	1	nobug	3.5	0	0
0.203	Nx	1	1	nobug	3.5	0.003	1
1.053	Nx	0	1	nobug	3.5	0	0
0.178	Nx	1	1	nobug	3.5	0.003	1
1.535	Nx	0	1	nobug	3.5	0	0
0.167	Nx	1	1	nobug	3.5	0.002	1
0.146	Nx	0	1	nobug	3.5	0	0
0.174	Nx	1	1	nobug	3.5	0.00299999999999997	1
0.139	Nx	0	1	nobug	3.5	0	0
0.325	Nx	0.5	1	zntA	3.5	0.167	0.5
0.376	Nx	0.5	1	yijE	3.5	0.207	0.5
0.418	Nx	0.5	2	zntA	3.5	0.247	0.5
0.324	Nx	0.5	2	yijE	3.5	0.162	0.5
0.352	Nx	0.5	1	ompF	3.5	0.187	0.5
0.381	Nx	0.5	1	copA	3.5	0.219	0.5
0.446	Nx	0.5	2	ompF	3.5	0.283	0.5
0.324	Nx	0.5	2	copA	3.5	0.165	0.5
0.409	Nx	0.5	1	cueO	3.5	0.247	0.5
0.407	Nx	0.5	1	nmpC	3.5	0.249	0.5
0.371	Nx	0.5	2	cueO	3.5	0.212	0.5
0.462	Nx	0.5	2	nmpC	3.5	0.303	0.5
0.386	Nx	0.5	1	blc	3.5	0.23	0.5
0.414	Nx	0.5	1	putP	3.5	0.263	0.5
0.418	Nx	0.5	2	blc	3.5	0.265	0.5
0.373	Nx	0.5	2	putP	3.5	0.215	0.5
0.402	Nx	0.5	1	eamA	3.5	0.248	0.5
0.437	Nx	0.5	1	BW_EC	3.5	0.278	0.5
0.41	Nx	0.5	2	eamA	3.5	0.258	0.5
0.398	Nx	0.5	2	BW_EC	3.5	0.25	0.5
0.295	Nx	0.5	1	yhbE	3.5	0.15	0.5
0.447	Nx	0.5	1	BW_SG	3.5	0.298	0.5
0.244	Nx	0.5	2	yhbE	3.5	0.099	0.5
0.307	Nx	0.5	2	BW_SG	3.5	0.156	0.5
0.456	Nx	0.5	1	ampD	3.5	0.284	0.5
0.18	Nx	0	1	nobug	3.5	0.004	0
0.464	Nx	0.5	2	ampD	3.5	0.277	0.5
0.192	Nx	0	1	nobug	3.5	0.00800000000000001	0
0.185	Nx	0.5	1	lptD	3.5	0.00700000000000001	0.5
0.243	Nx	0	1	nobug	3.5	0.00800000000000001	0
0.191	Nx	0.5	2	lptD	3.5	0.00700000000000001	0.5
0.168	Nx	0	1	nobug	3.5	0.001	0
0.221	Nx	0.5	1	nobug	3.5	0	0.5
0.216	Nx	0	1	nobug	3.5	0.005	0
0.204	Nx	0.5	1	nobug	3.5	0	0.5
0.164	Nx	0	1	nobug	3.5	0.00700000000000001	0
0.187	Nx	0.5	1	nobug	3.5	0	0.5
0.217	Nx	0	1	nobug	3.5	0.01	0
0.199	Nx	0.5	1	nobug	3.5	0	0.5
0.198	Nx	0	1	nobug	3.5	0.002	0
0.207	Nx	0.5	1	nobug	3.5	0.002	0.5
0.438	Nx	0	1	nobug	3.5	0	0
0.179	Nx	0.5	1	nobug	3.5	0.001	0.5
0.852	Nx	0	1	nobug	3.5	0	0
0.174	Nx	0.5	1	nobug	3.5	0.002	0.5
1.032	Nx	0	1	nobug	3.5	0	0
0.175	Nx	0.5	1	nobug	3.5	0.002	0.5
1.113	Nx	0	1	nobug	3.5	0	0
0.372	Nx	0.25	1	zntA	3.5	0.196	0.25
0.399	Nx	0.25	1	yijE	3.5	0.238	0.25
0.41	Nx	0.25	2	zntA	3.5	0.245	0.25
0.313	Nx	0.25	2	yijE	3.5	0.147	0.25
0.367	Nx	0.25	1	ompF	3.5	0.203	0.25
0.355	Nx	0.25	1	copA	3.5	0.192	0.25
0.471	Nx	0.25	2	ompF	3.5	0.307	0.25
0.363	Nx	0.25	2	copA	3.5	0.208	0.25
0.429	Nx	0.25	1	cueO	3.5	0.273	0.25
0.391	Nx	0.25	1	nmpC	3.5	0.235	0.25
0.397	Nx	0.25	2	cueO	3.5	0.237	0.25
0.452	Nx	0.25	2	nmpC	3.5	0.295	0.25
0.399	Nx	0.25	1	blc	3.5	0.248	0.25
0.482	Nx	0.25	1	putP	3.5	0.322	0.25
0.417	Nx	0.25	2	blc	3.5	0.268	0.25
0.382	Nx	0.25	2	putP	3.5	0.232	0.25
0.421	Nx	0.25	1	eamA	3.5	0.271	0.25
0.45	Nx	0.25	1	BW_EC	3.5	0.3	0.25
0.435	Nx	0.25	2	eamA	3.5	0.287	0.25
0.424	Nx	0.25	2	BW_EC	3.5	0.272	0.25
0.339	Nx	0.25	1	yhbE	3.5	0.19	0.25
0.442	Nx	0.25	1	BW_SG	3.5	0.299	0.25
0.241	Nx	0.25	2	yhbE	3.5	0.094	0.25
0.308	Nx	0.25	2	BW_SG	3.5	0.158	0.25
0.483	Nx	0.25	1	ampD	3.5	0.316	0.25
0.183	Nx	0	1	nobug	3.5	0.002	0
0.474	Nx	0.25	2	ampD	3.5	0.293	0.25
0.211	Nx	0	1	nobug	3.5	0.005	0
0.184	Nx	0.25	1	lptD	3.5	0	0.25
0.224	Nx	0	1	nobug	3.5	0.012	0
0.181	Nx	0.25	2	lptD	3.5	0.004	0.25
0.172	Nx	0	1	nobug	3.5	0.00399999999999998	0
0.226	Nx	0.25	1	nobug	3.5	0	0.25
0.166	Nx	0	1	nobug	3.5	0.00600000000000001	0
0.202	Nx	0.25	1	nobug	3.5	0	0.25
0.169	Nx	0	1	nobug	3.5	0.00700000000000001	0
0.187	Nx	0.25	1	nobug	3.5	0	0.25
0.154	Nx	0	1	nobug	3.5	0.001	0
0.197	Nx	0.25	1	nobug	3.5	0	0.25
0.206	Nx	0	1	nobug	3.5	0.002	0
0.188	Nx	0.25	1	nobug	3.5	0	0.25
0.207	Nx	0	1	nobug	3.5	0	0
0.189	Nx	0.25	1	nobug	3.5	0.002	0.25
0.352	Nx	0	1	nobug	3.5	0	0
0.171	Nx	0.25	1	nobug	3.5	0	0.25
0.155	Nx	0	1	nobug	3.5	0	0
1.056	Nx	0.25	1	nobug	3.5	0	0.25
0.573	Nx	0	1	nobug	3.5	0	0
0.376	Nx	0.125	1	zntA	3.5	0.222	0.125
0.396	Nx	0.125	1	yijE	3.5	0.231	0.125
0.428	Nx	0.125	2	zntA	3.5	0.257	0.125
0.307	Nx	0.125	2	yijE	3.5	0.148	0.125
0.377	Nx	0.125	1	ompF	3.5	0.21	0.125
0.375	Nx	0.125	1	copA	3.5	0.215	0.125
0.491	Nx	0.125	2	ompF	3.5	0.329	0.125
0.355	Nx	0.125	2	copA	3.5	0.195	0.125
0.466	Nx	0.125	1	cueO	3.5	0.297	0.125
0.413	Nx	0.125	1	nmpC	3.5	0.255	0.125
0.406	Nx	0.125	2	cueO	3.5	0.244	0.125
0.474	Nx	0.125	2	nmpC	3.5	0.316	0.125
0.42	Nx	0.125	1	blc	3.5	0.259	0.125
0.475	Nx	0.125	1	putP	3.5	0.318	0.125
0.438	Nx	0.125	2	blc	3.5	0.283	0.125
0.409	Nx	0.125	2	putP	3.5	0.254	0.125
0.429	Nx	0.125	1	eamA	3.5	0.279	0.125
0.454	Nx	0.125	1	BW_EC	3.5	0.305	0.125
0.437	Nx	0.125	2	eamA	3.5	0.293	0.125
0.447	Nx	0.125	2	BW_EC	3.5	0.297	0.125
0.325	Nx	0.125	1	yhbE	3.5	0.184	0.125
0.449	Nx	0.125	1	BW_SG	3.5	0.303	0.125
0.247	Nx	0.125	2	yhbE	3.5	0.098	0.125
0.319	Nx	0.125	2	BW_SG	3.5	0.173	0.125
0.477	Nx	0.125	1	ampD	3.5	0.315	0.125
0.208	Nx	0	1	nobug	3.5	0.012	0
0.485	Nx	0.125	2	ampD	3.5	0.313	0.125
0.193	Nx	0	1	nobug	3.5	0.014	0
0.19	Nx	0.125	1	lptD	3.5	0.011	0.125
0.172	Nx	0	1	nobug	3.5	0.00499999999999998	0
0.19	Nx	0.125	2	lptD	3.5	0.012	0.125
0.206	Nx	0	1	nobug	3.5	0.016	0
0.204	Nx	0.125	1	nobug	3.5	0	0.125
0.165	Nx	0	1	nobug	3.5	0.00900000000000001	0
0.203	Nx	0.125	1	nobug	3.5	0	0.125
0.166	Nx	0	1	nobug	3.5	0.002	0
0.185	Nx	0.125	1	nobug	3.5	0.005	0.125
0.151	Nx	0	1	nobug	3.5	0	0
0.192	Nx	0.125	1	nobug	3.5	0.002	0.125
0.211	Nx	0	1	nobug	3.5	0.019	0
0.194	Nx	0.125	1	nobug	3.5	0.005	0.125
0.48	Nx	0	1	nobug	3.5	0	0
0.184	Nx	0.125	1	nobug	3.5	0.00600000000000001	0.125
0.152	Nx	0	1	nobug	3.5	0	0
0.179	Nx	0.125	1	nobug	3.5	0.004	0.125
0.163	Nx	0	1	nobug	3.5	0	0
0.16	Nx	0.125	1	nobug	3.5	0.001	0.125
0.319	Nx	0	1	nobug	3.5	0	0
0.389	Nx	0	1	zntA	3.5	0.226	0
0.374	Nx	0	1	yijE	3.5	0.211	0
0.413	Nx	0	2	zntA	3.5	0.255	0
0.334	Nx	0	2	yijE	3.5	0.174	0
0.395	Nx	0	1	ompF	3.5	0.232	0
0.352	Nx	0	1	copA	3.5	0.198	0
0.483	Nx	0	2	ompF	3.5	0.322	0
0.375	Nx	0	2	copA	3.5	0.217	0
0.442	Nx	0	1	cueO	3.5	0.292	0
0.422	Nx	0	1	nmpC	3.5	0.266	0
0.404	Nx	0	2	cueO	3.5	0.247	0
0.492	Nx	0	2	nmpC	3.5	0.337	0
0.431	Nx	0	1	blc	3.5	0.275	0
0.475	Nx	0	1	putP	3.5	0.319	0
0.445	Nx	0	2	blc	3.5	0.299	0
0.383	Nx	0	2	putP	3.5	0.231	0
0.443	Nx	0	1	eamA	3.5	0.29	0
0.457	Nx	0	1	BW_EC	3.5	0.302	0
0.453	Nx	0	2	eamA	3.5	0.304	0
0.459	Nx	0	2	BW_EC	3.5	0.315	0
0.362	Nx	0	1	yhbE	3.5	0.22	0
0.454	Nx	0	1	BW_SG	3.5	0.308	0
0.231	Nx	0	2	yhbE	3.5	0.086	0
0.327	Nx	0	2	BW_SG	3.5	0.178	0
0.481	Nx	0	1	ampD	3.5	0.315	0
0.212	Nx	0	1	nobug	3.5	0.00600000000000001	0
0.5	Nx	0	2	ampD	3.5	0.326	0
0.181	Nx	0	1	nobug	3.5	0.00800000000000001	0
0.204	Nx	0	1	lptD	3.5	0.018	0
0.18	Nx	0	1	nobug	3.5	0.013	0
0.204	Nx	0	2	lptD	3.5	0.019	0
0.171	Nx	0	1	nobug	3.5	0.00600000000000001	0
0.206	Nx	0	1	nobug	3.5	0.002	0
0.232	Nx	0	1	nobug	3.5	0.011	0
0.199	Nx	0	1	nobug	3.5	0.004	0
0.234	Nx	0	1	nobug	3.5	0	0
0.197	Nx	0	1	nobug	3.5	0.002	0
0.202	Nx	0	1	nobug	3.5	0.00600000000000001	0
0.201	Nx	0	1	nobug	3.5	0.003	0
0.223	Nx	0	1	nobug	3.5	0.001	0
0.211	Nx	0	1	nobug	3.5	0.003	0
0.725	Nx	0	1	nobug	3.5	0	0
0.198	Nx	0	1	nobug	3.5	0	0
0.806	Nx	0	1	nobug	3.5	0	0
0.191	Nx	0	1	nobug	3.5	0.003	0
0.434	Nx	0	1	nobug	3.5	0	0
0.182	Nx	0	1	nobug	3.5	0.002	0
0.225	Nx	0	1	nobug	3.5	0	0
0.164	Nx	8	1	zntA	3.75	0	8
0.172	Nx	8	1	yijE	3.75	0.00299999999999997	8
0.166	Nx	8	2	zntA	3.75	0	8
0.171	Nx	8	2	yijE	3.75	0	8
0.166	Nx	8	1	ompF	3.75	0	8
0.169	Nx	8	1	copA	3.75	0	8
0.166	Nx	8	2	ompF	3.75	0	8
0.163	Nx	8	2	copA	3.75	0	8
0.16	Nx	8	1	cueO	3.75	0	8
0.161	Nx	8	1	nmpC	3.75	0	8
0.164	Nx	8	2	cueO	3.75	0	8
0.16	Nx	8	2	nmpC	3.75	0	8
0.164	Nx	8	1	blc	3.75	0	8
0.158	Nx	8	1	putP	3.75	0	8
0.161	Nx	8	2	blc	3.75	0	8
0.16	Nx	8	2	putP	3.75	0	8
0.16	Nx	8	1	eamA	3.75	0	8
0.158	Nx	8	1	BW_EC	3.75	0	8
0.158	Nx	8	2	eamA	3.75	0	8
0.151	Nx	8	2	BW_EC	3.75	0	8
0.145	Nx	8	1	yhbE	3.75	0	8
0.152	Nx	8	1	BW_SG	3.75	0.001	8
0.154	Nx	8	2	yhbE	3.75	0	8
0.15	Nx	8	2	BW_SG	3.75	0	8
0.169	Nx	8	1	ampD	3.75	0	8
0.201	Nx	0	1	nobug	3.75	0.014	0
0.183	Nx	8	2	ampD	3.75	0.003	8
0.201	Nx	0	1	nobug	3.75	0.005	0
0.181	Nx	8	1	lptD	3.75	0	8
0.201	Nx	0	1	nobug	3.75	0.01	0
0.173	Nx	8	2	lptD	3.75	0	8
0.179	Nx	0	1	nobug	3.75	0.004	0
0.215	Nx	8	1	nobug	3.75	0	8
0.164	Nx	0	1	nobug	3.75	0.00900000000000001	0
0.221	Nx	8	1	nobug	3.75	0.004	8
0.152	Nx	0	1	nobug	3.75	0	0
0.184	Nx	8	1	nobug	3.75	0	8
0.159	Nx	0	1	nobug	3.75	0	0
0.283	Nx	8	1	nobug	3.75	0	8
0.96	Nx	0	1	nobug	3.75	0	0
1.395	Nx	8	1	nobug	3.75	0	8
1.387	Nx	0	1	nobug	3.75	0	0
0.187	Nx	8	1	nobug	3.75	0.005	8
0.902	Nx	0	1	nobug	3.75	0	0
0.181	Nx	8	1	nobug	3.75	0	8
1.541	Nx	0	1	nobug	3.75	0	0
0.171	Nx	8	1	nobug	3.75	0	8
1.481	Nx	0	1	nobug	3.75	0	0
0.178	Nx	4	1	zntA	3.75	0	4
0.182	Nx	4	1	yijE	3.75	0.00600000000000001	4
0.177	Nx	4	2	zntA	3.75	0.004	4
0.163	Nx	4	2	yijE	3.75	0	4
0.167	Nx	4	1	ompF	3.75	0	4
0.163	Nx	4	1	copA	3.75	0.005	4
0.164	Nx	4	2	ompF	3.75	0.003	4
0.167	Nx	4	2	copA	3.75	0.001	4
0.161	Nx	4	1	cueO	3.75	0	4
0.167	Nx	4	1	nmpC	3.75	0.00900000000000001	4
0.166	Nx	4	2	cueO	3.75	0.004	4
0.167	Nx	4	2	nmpC	3.75	0.004	4
0.158	Nx	4	1	blc	3.75	0.002	4
0.166	Nx	4	1	putP	3.75	0.00800000000000001	4
0.156	Nx	4	2	blc	3.75	0.003	4
0.164	Nx	4	2	putP	3.75	0.001	4
0.154	Nx	4	1	eamA	3.75	0.002	4
0.158	Nx	4	1	BW_EC	3.75	0.004	4
0.153	Nx	4	2	eamA	3.75	0.003	4
0.152	Nx	4	2	BW_EC	3.75	0.002	4
0.149	Nx	4	1	yhbE	3.75	0	4
0.153	Nx	4	1	BW_SG	3.75	0.004	4
0.147	Nx	4	2	yhbE	3.75	0.002	4
0.149	Nx	4	2	BW_SG	3.75	0.001	4
0.183	Nx	4	1	ampD	3.75	0.00900000000000001	4
0.224	Nx	0	1	nobug	3.75	0.01	0
0.2	Nx	4	2	ampD	3.75	0.01	4
0.241	Nx	0	1	nobug	3.75	0.014	0
0.18	Nx	4	1	lptD	3.75	0	4
0.191	Nx	0	1	nobug	3.75	0.00600000000000001	0
0.174	Nx	4	2	lptD	3.75	0	4
0.186	Nx	0	1	nobug	3.75	0.00800000000000001	0
0.221	Nx	4	1	nobug	3.75	0.022	4
0.182	Nx	0	1	nobug	3.75	0.011	0
0.226	Nx	4	1	nobug	3.75	0.02	4
0.159	Nx	0	1	nobug	3.75	0.003	0
0.19	Nx	4	1	nobug	3.75	0.005	4
0.188	Nx	0	1	nobug	3.75	0.021	0
0.186	Nx	4	1	nobug	3.75	0	4
0.655	Nx	0	1	nobug	3.75	0	0
0.194	Nx	4	1	nobug	3.75	0.004	4
1.342	Nx	0	1	nobug	3.75	0	0
1.274	Nx	4	1	nobug	3.75	0	4
1.256	Nx	0	1	nobug	3.75	0	0
0.171	Nx	4	1	nobug	3.75	0.003	4
1.205	Nx	0	1	nobug	3.75	0	0
0.163	Nx	4	1	nobug	3.75	0.004	4
1.283	Nx	0	1	nobug	3.75	0	0
0.171	Nx	2	1	zntA	3.75	0.002	2
0.205	Nx	2	1	yijE	3.75	0.037	2
