OD	Drug	Concentration	Replicate	Strain	Time_h	OD_no1st	Concentration_f
0.484	Nx	2	2	BW_EC	7.75	0.339	2
0.301	Nx	2	1	yhbE	7.75	0.156	2
0.559	Nx	2	1	BW_SG	7.75	0.412	2
0.354	Nx	2	2	yhbE	7.75	0.205	2
0.502	Nx	2	2	BW_SG	7.75	0.356	2
0.517	Nx	2	1	ampD	7.75	0.348	2
0.205	Nx	0	1	nobug	7.75	0.017	0
0.529	Nx	2	2	ampD	7.75	0.335	2
0.198	Nx	0	1	nobug	7.75	0.005	0
0.193	Nx	2	1	lptD	7.75	0.003	2
0.223	Nx	0	1	nobug	7.75	0.023	0
0.188	Nx	2	2	lptD	7.75	0.01	2
0.197	Nx	0	1	nobug	7.75	0.014	0
0.219	Nx	2	1	nobug	7.75	0	2
0.197	Nx	0	1	nobug	7.75	0.022	0
0.206	Nx	2	1	nobug	7.75	0.002	2
0.18	Nx	0	1	nobug	7.75	0.025	0
0.194	Nx	2	1	nobug	7.75	0.005	2
0.167	Nx	0	1	nobug	7.75	0.018	0
0.196	Nx	2	1	nobug	7.75	0.002	2
0.157	Nx	0	1	nobug	7.75	0	0
0.203	Nx	2	1	nobug	7.75	0.004	2
0.492	Nx	0	1	nobug	7.75	0	0
0.173	Nx	2	1	nobug	7.75	0.00199999999999997	2
1.319	Nx	0	1	nobug	7.75	0	0
1.02	Nx	2	1	nobug	7.75	0	2
0.973	Nx	0	1	nobug	7.75	0	0
0.174	Nx	2	1	nobug	7.75	0.002	2
0.614	Nx	0	1	nobug	7.75	0	0
0.593	Nx	1	1	zntA	7.75	0.426	1
0.665	Nx	1	1	yijE	7.75	0.503	1
0.749	Nx	1	2	zntA	7.75	0.574	1
0.677	Nx	1	2	yijE	7.75	0.51	1
0.666	Nx	1	1	ompF	7.75	0.499	1
0.609	Nx	1	1	copA	7.75	0.442	1
0.619	Nx	1	2	ompF	7.75	0.453	1
0.711	Nx	1	2	copA	7.75	0.544	1
0.679	Nx	1	1	cueO	7.75	0.521	1
0.702	Nx	1	1	nmpC	7.75	0.545	1
0.702	Nx	1	2	cueO	7.75	0.546	1
0.727	Nx	1	2	nmpC	7.75	0.567	1
0.733	Nx	1	1	blc	7.75	0.578	1
0.705	Nx	1	1	putP	7.75	0.553	1
0.714	Nx	1	2	blc	7.75	0.553	1
0.637	Nx	1	2	putP	7.75	0.48	1
0.628	Nx	1	1	eamA	7.75	0.474	1
0.801	Nx	1	1	BW_EC	7.75	0.648	1
0.687	Nx	1	2	eamA	7.75	0.534	1
0.778	Nx	1	2	BW_EC	7.75	0.633	1
0.597	Nx	1	1	yhbE	7.75	0.448	1
0.843	Nx	1	1	BW_SG	7.75	0.697	1
0.58	Nx	1	2	yhbE	7.75	0.432	1
0.74	Nx	1	2	BW_SG	7.75	0.595	1
0.776	Nx	1	1	ampD	7.75	0.599	1
0.209	Nx	0	1	nobug	7.75	0.013	0
0.757	Nx	1	2	ampD	7.75	0.554	1
0.219	Nx	0	1	nobug	7.75	0.04	0
0.315	Nx	1	1	lptD	7.75	0.12	1
0.204	Nx	0	1	nobug	7.75	0.031	0
0.311	Nx	1	2	lptD	7.75	0.121	1
0.2	Nx	0	1	nobug	7.75	0.024	0
0.226	Nx	1	1	nobug	7.75	0.004	1
0.193	Nx	0	1	nobug	7.75	0.026	0
0.203	Nx	1	1	nobug	7.75	0.001	1
0.232	Nx	0	1	nobug	7.75	0.00700000000000001	0
0.193	Nx	1	1	nobug	7.75	0.004	1
0.2	Nx	0	1	nobug	7.75	0.022	0
0.198	Nx	1	1	nobug	7.75	0.001	1
0.183	Nx	0	1	nobug	7.75	0	0
0.202	Nx	1	1	nobug	7.75	0.002	1
0.592	Nx	0	1	nobug	7.75	0	0
0.178	Nx	1	1	nobug	7.75	0.003	1
0.804	Nx	0	1	nobug	7.75	0	0
0.168	Nx	1	1	nobug	7.75	0.003	1
0.144	Nx	0	1	nobug	7.75	0	0
0.174	Nx	1	1	nobug	7.75	0.00299999999999997	1
0.14	Nx	0	1	nobug	7.75	0	0
0.66	Nx	0.5	1	zntA	7.75	0.502	0.5
0.797	Nx	0.5	1	yijE	7.75	0.628	0.5
0.85	Nx	0.5	2	zntA	7.75	0.679	0.5
0.803	Nx	0.5	2	yijE	7.75	0.641	0.5
0.756	Nx	0.5	1	ompF	7.75	0.591	0.5
0.822	Nx	0.5	1	copA	7.75	0.66	0.5
0.834	Nx	0.5	2	ompF	7.75	0.671	0.5
0.853	Nx	0.5	2	copA	7.75	0.694	0.5
0.883	Nx	0.5	1	cueO	7.75	0.721	0.5
0.865	Nx	0.5	1	nmpC	7.75	0.707	0.5
0.855	Nx	0.5	2	cueO	7.75	0.696	0.5
0.924	Nx	0.5	2	nmpC	7.75	0.765	0.5
0.807	Nx	0.5	1	blc	7.75	0.651	0.5
0.769	Nx	0.5	1	putP	7.75	0.618	0.5
0.787	Nx	0.5	2	blc	7.75	0.634	0.5
0.771	Nx	0.5	2	putP	7.75	0.613	0.5
0.907	Nx	0.5	1	eamA	7.75	0.753	0.5
0.937	Nx	0.5	1	BW_EC	7.75	0.778	0.5
0.875	Nx	0.5	2	eamA	7.75	0.723	0.5
0.9	Nx	0.5	2	BW_EC	7.75	0.752	0.5
0.727	Nx	0.5	1	yhbE	7.75	0.582	0.5
0.882	Nx	0.5	1	BW_SG	7.75	0.733	0.5
0.744	Nx	0.5	2	yhbE	7.75	0.599	0.5
0.837	Nx	0.5	2	BW_SG	7.75	0.686	0.5
0.831	Nx	0.5	1	ampD	7.75	0.659	0.5
0.189	Nx	0	1	nobug	7.75	0.013	0
0.812	Nx	0.5	2	ampD	7.75	0.625	0.5
0.202	Nx	0	1	nobug	7.75	0.018	0
0.359	Nx	0.5	1	lptD	7.75	0.181	0.5
0.247	Nx	0	1	nobug	7.75	0.012	0
0.359	Nx	0.5	2	lptD	7.75	0.175	0.5
0.175	Nx	0	1	nobug	7.75	0.00799999999999998	0
0.218	Nx	0.5	1	nobug	7.75	0	0.5
0.218	Nx	0	1	nobug	7.75	0.00700000000000001	0
0.188	Nx	0.5	1	nobug	7.75	0	0.5
0.178	Nx	0	1	nobug	7.75	0.021	0
0.184	Nx	0.5	1	nobug	7.75	0	0.5
0.228	Nx	0	1	nobug	7.75	0.021	0
0.199	Nx	0.5	1	nobug	7.75	0	0.5
0.199	Nx	0	1	nobug	7.75	0.003	0
0.206	Nx	0.5	1	nobug	7.75	0.001	0.5
0.336	Nx	0	1	nobug	7.75	0	0
0.176	Nx	0.5	1	nobug	7.75	0	0.5
0.49	Nx	0	1	nobug	7.75	0	0
0.171	Nx	0.5	1	nobug	7.75	0	0.5
0.586	Nx	0	1	nobug	7.75	0	0
0.173	Nx	0.5	1	nobug	7.75	0	0.5
0.557	Nx	0	1	nobug	7.75	0	0
0.714	Nx	0.25	1	zntA	7.75	0.538	0.25
0.79	Nx	0.25	1	yijE	7.75	0.629	0.25
0.835	Nx	0.25	2	zntA	7.75	0.67	0.25
0.759	Nx	0.25	2	yijE	7.75	0.593	0.25
0.747	Nx	0.25	1	ompF	7.75	0.583	0.25
0.809	Nx	0.25	1	copA	7.75	0.646	0.25
0.824	Nx	0.25	2	ompF	7.75	0.66	0.25
0.841	Nx	0.25	2	copA	7.75	0.686	0.25
0.746	Nx	0.25	1	cueO	7.75	0.59	0.25
0.776	Nx	0.25	1	nmpC	7.75	0.62	0.25
0.757	Nx	0.25	2	cueO	7.75	0.597	0.25
0.803	Nx	0.25	2	nmpC	7.75	0.646	0.25
0.742	Nx	0.25	1	blc	7.75	0.591	0.25
0.831	Nx	0.25	1	putP	7.75	0.671	0.25
0.745	Nx	0.25	2	blc	7.75	0.596	0.25
0.749	Nx	0.25	2	putP	7.75	0.599	0.25
0.901	Nx	0.25	1	eamA	7.75	0.751	0.25
0.925	Nx	0.25	1	BW_EC	7.75	0.775	0.25
0.909	Nx	0.25	2	eamA	7.75	0.761	0.25
0.919	Nx	0.25	2	BW_EC	7.75	0.767	0.25
0.792	Nx	0.25	1	yhbE	7.75	0.643	0.25
0.875	Nx	0.25	1	BW_SG	7.75	0.732	0.25
0.742	Nx	0.25	2	yhbE	7.75	0.595	0.25
0.84	Nx	0.25	2	BW_SG	7.75	0.69	0.25
0.84	Nx	0.25	1	ampD	7.75	0.673	0.25
0.192	Nx	0	1	nobug	7.75	0.011	0
0.794	Nx	0.25	2	ampD	7.75	0.613	0.25
0.219	Nx	0	1	nobug	7.75	0.013	0
0.344	Nx	0.25	1	lptD	7.75	0.157	0.25
0.234	Nx	0	1	nobug	7.75	0.022	0
0.327	Nx	0.25	2	lptD	7.75	0.15	0.25
0.179	Nx	0	1	nobug	7.75	0.011	0
0.226	Nx	0.25	1	nobug	7.75	0	0.25
0.18	Nx	0	1	nobug	7.75	0.02	0
0.201	Nx	0.25	1	nobug	7.75	0	0.25
0.18	Nx	0	1	nobug	7.75	0.018	0
0.185	Nx	0.25	1	nobug	7.75	0	0.25
0.164	Nx	0	1	nobug	7.75	0.011	0
0.196	Nx	0.25	1	nobug	7.75	0	0.25
0.216	Nx	0	1	nobug	7.75	0.012	0
0.189	Nx	0.25	1	nobug	7.75	0.001	0.25
0.198	Nx	0	1	nobug	7.75	0	0
0.188	Nx	0.25	1	nobug	7.75	0.001	0.25
0.274	Nx	0	1	nobug	7.75	0	0
0.17	Nx	0.25	1	nobug	7.75	0	0.25
0.149	Nx	0	1	nobug	7.75	0	0
0.422	Nx	0.25	1	nobug	7.75	0	0.25
0.343	Nx	0	1	nobug	7.75	0	0
0.736	Nx	0.125	1	zntA	7.75	0.582	0.125
0.776	Nx	0.125	1	yijE	7.75	0.611	0.125
0.875	Nx	0.125	2	zntA	7.75	0.704	0.125
0.791	Nx	0.125	2	yijE	7.75	0.632	0.125
0.779	Nx	0.125	1	ompF	7.75	0.612	0.125
0.836	Nx	0.125	1	copA	7.75	0.676	0.125
0.845	Nx	0.125	2	ompF	7.75	0.683	0.125
0.876	Nx	0.125	2	copA	7.75	0.716	0.125
0.876	Nx	0.125	1	cueO	7.75	0.707	0.125
0.824	Nx	0.125	1	nmpC	7.75	0.666	0.125
0.784	Nx	0.125	2	cueO	7.75	0.622	0.125
0.824	Nx	0.125	2	nmpC	7.75	0.666	0.125
0.828	Nx	0.125	1	blc	7.75	0.667	0.125
0.784	Nx	0.125	1	putP	7.75	0.627	0.125
0.752	Nx	0.125	2	blc	7.75	0.597	0.125
0.81	Nx	0.125	2	putP	7.75	0.655	0.125
0.907	Nx	0.125	1	eamA	7.75	0.757	0.125
0.967	Nx	0.125	1	BW_EC	7.75	0.818	0.125
0.914	Nx	0.125	2	eamA	7.75	0.77	0.125
0.956	Nx	0.125	2	BW_EC	7.75	0.806	0.125
0.754	Nx	0.125	1	yhbE	7.75	0.613	0.125
0.883	Nx	0.125	1	BW_SG	7.75	0.737	0.125
0.767	Nx	0.125	2	yhbE	7.75	0.618	0.125
0.841	Nx	0.125	2	BW_SG	7.75	0.695	0.125
0.83	Nx	0.125	1	ampD	7.75	0.668	0.125
0.215	Nx	0	1	nobug	7.75	0.019	0
0.855	Nx	0.125	2	ampD	7.75	0.683	0.125
0.206	Nx	0	1	nobug	7.75	0.027	0
0.546	Nx	0.125	1	lptD	7.75	0.367	0.125
0.179	Nx	0	1	nobug	7.75	0.012	0
0.518	Nx	0.125	2	lptD	7.75	0.34	0.125
0.218	Nx	0	1	nobug	7.75	0.028	0
0.205	Nx	0.125	1	nobug	7.75	0.001	0.125
0.183	Nx	0	1	nobug	7.75	0.027	0
0.201	Nx	0.125	1	nobug	7.75	0	0.125
0.173	Nx	0	1	nobug	7.75	0.00899999999999998	0
0.185	Nx	0.125	1	nobug	7.75	0.005	0.125
0.152	Nx	0	1	nobug	7.75	0	0
0.197	Nx	0.125	1	nobug	7.75	0.00700000000000001	0.125
0.228	Nx	0	1	nobug	7.75	0.036	0
0.196	Nx	0.125	1	nobug	7.75	0.00700000000000001	0.125
0.431	Nx	0	1	nobug	7.75	0	0
0.184	Nx	0.125	1	nobug	7.75	0.00600000000000001	0.125
0.156	Nx	0	1	nobug	7.75	0	0
0.176	Nx	0.125	1	nobug	7.75	0.001	0.125
0.162	Nx	0	1	nobug	7.75	0	0
0.164	Nx	0.125	1	nobug	7.75	0.005	0.125
0.252	Nx	0	1	nobug	7.75	0	0
0.775	Nx	0	1	zntA	7.75	0.612	0
0.754	Nx	0	1	yijE	7.75	0.591	0
0.87	Nx	0	2	zntA	7.75	0.712	0
0.851	Nx	0	2	yijE	7.75	0.691	0
0.801	Nx	0	1	ompF	7.75	0.638	0
0.804	Nx	0	1	copA	7.75	0.65	0
0.85	Nx	0	2	ompF	7.75	0.689	0
0.884	Nx	0	2	copA	7.75	0.726	0
0.765	Nx	0	1	cueO	7.75	0.615	0
0.801	Nx	0	1	nmpC	7.75	0.645	0
0.81	Nx	0	2	cueO	7.75	0.653	0
0.839	Nx	0	2	nmpC	7.75	0.684	0
0.851	Nx	0	1	blc	7.75	0.695	0
0.801	Nx	0	1	putP	7.75	0.645	0
0.817	Nx	0	2	blc	7.75	0.671	0
0.789	Nx	0	2	putP	7.75	0.637	0
0.936	Nx	0	1	eamA	7.75	0.783	0
0.942	Nx	0	1	BW_EC	7.75	0.787	0
0.93	Nx	0	2	eamA	7.75	0.781	0
0.977	Nx	0	2	BW_EC	7.75	0.833	0
0.803	Nx	0	1	yhbE	7.75	0.661	0
0.948	Nx	0	1	BW_SG	7.75	0.802	0
0.789	Nx	0	2	yhbE	7.75	0.644	0
0.861	Nx	0	2	BW_SG	7.75	0.712	0
0.849	Nx	0	1	ampD	7.75	0.683	0
0.213	Nx	0	1	nobug	7.75	0.00700000000000001	0
0.909	Nx	0	2	ampD	7.75	0.735	0
0.195	Nx	0	1	nobug	7.75	0.022	0
0.692	Nx	0	1	lptD	7.75	0.506	0
0.192	Nx	0	1	nobug	7.75	0.025	0
0.677	Nx	0	2	lptD	7.75	0.492	0
0.183	Nx	0	1	nobug	7.75	0.018	0
0.208	Nx	0	1	nobug	7.75	0.004	0
0.232	Nx	0	1	nobug	7.75	0.011	0
0.201	Nx	0	1	nobug	7.75	0.00600000000000001	0
0.226	Nx	0	1	nobug	7.75	0	0
0.199	Nx	0	1	nobug	7.75	0.004	0
0.205	Nx	0	1	nobug	7.75	0.00899999999999998	0
0.202	Nx	0	1	nobug	7.75	0.004	0
0.217	Nx	0	1	nobug	7.75	0	0
0.213	Nx	0	1	nobug	7.75	0.005	0
0.536	Nx	0	1	nobug	7.75	0	0
0.2	Nx	0	1	nobug	7.75	0.002	0
0.528	Nx	0	1	nobug	7.75	0	0
0.191	Nx	0	1	nobug	7.75	0.003	0
0.351	Nx	0	1	nobug	7.75	0	0
0.183	Nx	0	1	nobug	7.75	0.003	0
0.208	Nx	0	1	nobug	7.75	0	0
0.167	Nx	8	1	zntA	8	0	8
0.173	Nx	8	1	yijE	8	0.00399999999999998	8
0.164	Nx	8	2	zntA	8	0	8
0.17	Nx	8	2	yijE	8	0	8
0.165	Nx	8	1	ompF	8	0	8
0.165	Nx	8	1	copA	8	0	8
0.166	Nx	8	2	ompF	8	0	8
0.162	Nx	8	2	copA	8	0	8
0.16	Nx	8	1	cueO	8	0	8
0.16	Nx	8	1	nmpC	8	0	8
0.165	Nx	8	2	cueO	8	0	8
0.159	Nx	8	2	nmpC	8	0	8
0.163	Nx	8	1	blc	8	0	8
0.158	Nx	8	1	putP	8	0	8
0.161	Nx	8	2	blc	8	0	8
0.161	Nx	8	2	putP	8	0.001	8
0.159	Nx	8	1	eamA	8	0	8
0.157	Nx	8	1	BW_EC	8	0	8
0.158	Nx	8	2	eamA	8	0	8
0.15	Nx	8	2	BW_EC	8	0	8
0.146	Nx	8	1	yhbE	8	0	8
0.154	Nx	8	1	BW_SG	8	0.003	8
0.154	Nx	8	2	yhbE	8	0	8
0.151	Nx	8	2	BW_SG	8	0	8
0.171	Nx	8	1	ampD	8	0	8
0.211	Nx	0	1	nobug	8	0.024	0
0.186	Nx	8	2	ampD	8	0.00600000000000001	8
0.214	Nx	0	1	nobug	8	0.018	0
0.18	Nx	8	1	lptD	8	0	8
0.21	Nx	0	1	nobug	8	0.019	0
0.173	Nx	8	2	lptD	8	0	8
0.189	Nx	0	1	nobug	8	0.014	0
0.216	Nx	8	1	nobug	8	0	8
0.179	Nx	0	1	nobug	8	0.024	0
0.224	Nx	8	1	nobug	8	0.00700000000000001	8
0.162	Nx	0	1	nobug	8	0.005	0
0.186	Nx	8	1	nobug	8	0	8
0.161	Nx	0	1	nobug	8	0	0
0.203	Nx	8	1	nobug	8	0	8
0.371	Nx	0	1	nobug	8	0	0
0.503	Nx	8	1	nobug	8	0	8
0.603	Nx	0	1	nobug	8	0	0
0.19	Nx	8	1	nobug	8	0.00800000000000001	8
0.749	Nx	0	1	nobug	8	0	0
0.184	Nx	8	1	nobug	8	0	8
0.827	Nx	0	1	nobug	8	0	0
0.173	Nx	8	1	nobug	8	0	8
0.522	Nx	0	1	nobug	8	0	0
0.178	Nx	4	1	zntA	8	0	4
0.203	Nx	4	1	yijE	8	0.027	4
0.189	Nx	4	2	zntA	8	0.016	4
0.171	Nx	4	2	yijE	8	0.00600000000000001	4
0.182	Nx	4	1	ompF	8	0.014	4
0.193	Nx	4	1	copA	8	0.035	4
0.184	Nx	4	2	ompF	8	0.023	4
0.169	Nx	4	2	copA	8	0.003	4
0.164	Nx	4	1	cueO	8	0.003	4
0.18	Nx	4	1	nmpC	8	0.022	4
0.167	Nx	4	2	cueO	8	0.005	4
0.173	Nx	4	2	nmpC	8	0.00999999999999998	4
0.166	Nx	4	1	blc	8	0.01	4
0.181	Nx	4	1	putP	8	0.023	4
0.171	Nx	4	2	blc	8	0.018	4
0.187	Nx	4	2	putP	8	0.024	4
0.16	Nx	4	1	eamA	8	0.00800000000000001	4
0.173	Nx	4	1	BW_EC	8	0.019	4
0.162	Nx	4	2	eamA	8	0.012	4
0.159	Nx	4	2	BW_EC	8	0.00900000000000001	4
0.149	Nx	4	1	yhbE	8	0	4
0.166	Nx	4	1	BW_SG	8	0.017	4
0.15	Nx	4	2	yhbE	8	0.005	4
0.151	Nx	4	2	BW_SG	8	0.003	4
0.23	Nx	4	1	ampD	8	0.056	4
0.228	Nx	0	1	nobug	8	0.014	0
0.248	Nx	4	2	ampD	8	0.058	4
0.251	Nx	0	1	nobug	8	0.024	0
0.18	Nx	4	1	lptD	8	0	4
0.202	Nx	0	1	nobug	8	0.017	0
0.176	Nx	4	2	lptD	8	0.002	4
0.196	Nx	0	1	nobug	8	0.018	0
0.221	Nx	4	1	nobug	8	0.022	4
0.191	Nx	0	1	nobug	8	0.02	0
0.224	Nx	4	1	nobug	8	0.018	4
0.167	Nx	0	1	nobug	8	0.011	0
0.188	Nx	4	1	nobug	8	0.003	4
0.199	Nx	0	1	nobug	8	0.032	0
0.187	Nx	4	1	nobug	8	0	4
0.336	Nx	0	1	nobug	8	0	0
0.194	Nx	4	1	nobug	8	0.004	4
0.583	Nx	0	1	nobug	8	0	0
0.66	Nx	4	1	nobug	8	0	4
0.787	Nx	0	1	nobug	8	0	0
0.172	Nx	4	1	nobug	8	0.00399999999999998	4
0.961	Nx	0	1	nobug	8	0	0
0.164	Nx	4	1	nobug	8	0.005	4
0.736	Nx	0	1	nobug	8	0	0
0.254	Nx	2	1	zntA	8	0.085	2
0.36	Nx	2	1	yijE	8	0.192	2
0.463	Nx	2	2	zntA	8	0.291	2
0.315	Nx	2	2	yijE	8	0.152	2
0.441	Nx	2	1	ompF	8	0.277	2
0.306	Nx	2	1	copA	8	0.139	2
0.273	Nx	2	2	ompF	8	0.107	2
0.344	Nx	2	2	copA	8	0.169	2
0.544	Nx	2	1	cueO	8	0.386	2
0.403	Nx	2	1	nmpC	8	0.247	2
0.441	Nx	2	2	cueO	8	0.278	2
0.484	Nx	2	2	nmpC	8	0.324	2
0.423	Nx	2	1	blc	8	0.268	2
0.415	Nx	2	1	putP	8	0.254	2
0.44	Nx	2	2	blc	8	0.278	2
0.608	Nx	2	2	putP	8	0.448	2
0.377	Nx	2	1	eamA	8	0.221	2
0.577	Nx	2	1	BW_EC	8	0.424	2
0.444	Nx	2	2	eamA	8	0.287	2
0.503	Nx	2	2	BW_EC	8	0.358	2
0.31	Nx	2	1	yhbE	8	0.165	2
0.57	Nx	2	1	BW_SG	8	0.423	2
0.367	Nx	2	2	yhbE	8	0.218	2
0.53	Nx	2	2	BW_SG	8	0.384	2
0.518	Nx	2	1	ampD	8	0.349	2
0.206	Nx	0	1	nobug	8	0.018	0
0.537	Nx	2	2	ampD	8	0.343	2
0.197	Nx	0	1	nobug	8	0.004	0
0.193	Nx	2	1	lptD	8	0.003	2
0.223	Nx	0	1	nobug	8	0.023	0
0.188	Nx	2	2	lptD	8	0.01	2
0.197	Nx	0	1	nobug	8	0.014	0
0.219	Nx	2	1	nobug	8	0	2
0.197	Nx	0	1	nobug	8	0.022	0
0.206	Nx	2	1	nobug	8	0.002	2
0.18	Nx	0	1	nobug	8	0.025	0
0.194	Nx	2	1	nobug	8	0.005	2
0.168	Nx	0	1	nobug	8	0.019	0
0.196	Nx	2	1	nobug	8	0.002	2
0.158	Nx	0	1	nobug	8	0	0
0.203	Nx	2	1	nobug	8	0.004	2
0.471	Nx	0	1	nobug	8	0	0
0.173	Nx	2	1	nobug	8	0.00199999999999997	2
1.257	Nx	0	1	nobug	8	0	0
0.974	Nx	2	1	nobug	8	0	2
0.914	Nx	0	1	nobug	8	0	0
0.176	Nx	2	1	nobug	8	0.004	2
0.583	Nx	0	1	nobug	8	0	0
0.6	Nx	1	1	zntA	8	0.433	1
0.675	Nx	1	1	yijE	8	0.513	1
0.763	Nx	1	2	zntA	8	0.588	1
0.695	Nx	1	2	yijE	8	0.528	1
0.673	Nx	1	1	ompF	8	0.506	1
0.623	Nx	1	1	copA	8	0.456	1
0.625	Nx	1	2	ompF	8	0.459	1
0.734	Nx	1	2	copA	8	0.567	1
0.712	Nx	1	1	cueO	8	0.554	1
0.714	Nx	1	1	nmpC	8	0.557	1
0.72	Nx	1	2	cueO	8	0.564	1
0.735	Nx	1	2	nmpC	8	0.575	1
0.753	Nx	1	1	blc	8	0.598	1
0.717	Nx	1	1	putP	8	0.565	1
0.719	Nx	1	2	blc	8	0.558	1
0.659	Nx	1	2	putP	8	0.502	1
0.65	Nx	1	1	eamA	8	0.496	1
0.821	Nx	1	1	BW_EC	8	0.668	1
0.704	Nx	1	2	eamA	8	0.551	1
0.8	Nx	1	2	BW_EC	8	0.655	1
0.609	Nx	1	1	yhbE	8	0.46	1
0.862	Nx	1	1	BW_SG	8	0.716	1
0.595	Nx	1	2	yhbE	8	0.447	1
0.772	Nx	1	2	BW_SG	8	0.627	1
0.795	Nx	1	1	ampD	8	0.618	1
0.209	Nx	0	1	nobug	8	0.013	0
0.769	Nx	1	2	ampD	8	0.566	1
0.219	Nx	0	1	nobug	8	0.04	0
0.322	Nx	1	1	lptD	8	0.127	1
0.204	Nx	0	1	nobug	8	0.031	0
0.318	Nx	1	2	lptD	8	0.128	1
0.2	Nx	0	1	nobug	8	0.024	0
0.225	Nx	1	1	nobug	8	0.003	1
0.193	Nx	0	1	nobug	8	0.026	0
0.201	Nx	1	1	nobug	8	0	1
0.231	Nx	0	1	nobug	8	0.00600000000000001	0
0.191	Nx	1	1	nobug	8	0.002	1
0.2	Nx	0	1	nobug	8	0.022	0
0.197	Nx	1	1	nobug	8	0	1
0.184	Nx	0	1	nobug	8	0	0
0.202	Nx	1	1	nobug	8	0.002	1
0.58	Nx	0	1	nobug	8	0	0
0.178	Nx	1	1	nobug	8	0.003	1
0.774	Nx	0	1	nobug	8	0	0
0.169	Nx	1	1	nobug	8	0.004	1
0.144	Nx	0	1	nobug	8	0	0
0.173	Nx	1	1	nobug	8	0.00199999999999997	1
0.14	Nx	0	1	nobug	8	0	0
0.671	Nx	0.5	1	zntA	8	0.513	0.5
0.805	Nx	0.5	1	yijE	8	0.636	0.5
0.863	Nx	0.5	2	zntA	8	0.692	0.5
0.825	Nx	0.5	2	yijE	8	0.663	0.5
0.767	Nx	0.5	1	ompF	8	0.602	0.5
0.827	Nx	0.5	1	copA	8	0.665	0.5
0.843	Nx	0.5	2	ompF	8	0.68	0.5
0.875	Nx	0.5	2	copA	8	0.716	0.5
0.905	Nx	0.5	1	cueO	8	0.743	0.5
0.876	Nx	0.5	1	nmpC	8	0.718	0.5
0.872	Nx	0.5	2	cueO	8	0.713	0.5
0.944	Nx	0.5	2	nmpC	8	0.785	0.5
0.839	Nx	0.5	1	blc	8	0.683	0.5
0.772	Nx	0.5	1	putP	8	0.621	0.5
0.795	Nx	0.5	2	blc	8	0.642	0.5
0.788	Nx	0.5	2	putP	8	0.63	0.5
0.925	Nx	0.5	1	eamA	8	0.771	0.5
0.955	Nx	0.5	1	BW_EC	8	0.796	0.5
0.896	Nx	0.5	2	eamA	8	0.744	0.5
0.919	Nx	0.5	2	BW_EC	8	0.771	0.5
0.74	Nx	0.5	1	yhbE	8	0.595	0.5
0.893	Nx	0.5	1	BW_SG	8	0.744	0.5
0.764	Nx	0.5	2	yhbE	8	0.619	0.5
0.86	Nx	0.5	2	BW_SG	8	0.709	0.5
0.844	Nx	0.5	1	ampD	8	0.672	0.5
0.191	Nx	0	1	nobug	8	0.015	0
0.824	Nx	0.5	2	ampD	8	0.637	0.5
0.207	Nx	0	1	nobug	8	0.023	0
0.378	Nx	0.5	1	lptD	8	0.2	0.5
0.249	Nx	0	1	nobug	8	0.014	0
0.38	Nx	0.5	2	lptD	8	0.196	0.5
0.178	Nx	0	1	nobug	8	0.011	0
0.221	Nx	0.5	1	nobug	8	0	0.5
0.219	Nx	0	1	nobug	8	0.00800000000000001	0
0.185	Nx	0.5	1	nobug	8	0	0.5
0.18	Nx	0	1	nobug	8	0.023	0
0.186	Nx	0.5	1	nobug	8	0	0.5
0.227	Nx	0	1	nobug	8	0.02	0
0.2	Nx	0.5	1	nobug	8	0	0.5
0.2	Nx	0	1	nobug	8	0.004	0
0.208	Nx	0.5	1	nobug	8	0.003	0.5
0.325	Nx	0	1	nobug	8	0	0
0.178	Nx	0.5	1	nobug	8	0	0.5
0.468	Nx	0	1	nobug	8	0	0
0.172	Nx	0.5	1	nobug	8	0	0.5
0.558	Nx	0	1	nobug	8	0	0
0.173	Nx	0.5	1	nobug	8	0	0.5
0.529	Nx	0	1	nobug	8	0	0
0.725	Nx	0.25	1	zntA	8	0.549	0.25
0.792	Nx	0.25	1	yijE	8	0.631	0.25
0.847	Nx	0.25	2	zntA	8	0.682	0.25
0.778	Nx	0.25	2	yijE	8	0.612	0.25
0.758	Nx	0.25	1	ompF	8	0.594	0.25
0.81	Nx	0.25	1	copA	8	0.647	0.25
0.831	Nx	0.25	2	ompF	8	0.667	0.25
0.857	Nx	0.25	2	copA	8	0.702	0.25
0.758	Nx	0.25	1	cueO	8	0.602	0.25
0.781	Nx	0.25	1	nmpC	8	0.625	0.25
0.766	Nx	0.25	2	cueO	8	0.606	0.25
0.809	Nx	0.25	2	nmpC	8	0.652	0.25
0.762	Nx	0.25	1	blc	8	0.611	0.25
0.837	Nx	0.25	1	putP	8	0.677	0.25
0.755	Nx	0.25	2	blc	8	0.606	0.25
0.76	Nx	0.25	2	putP	8	0.61	0.25
0.919	Nx	0.25	1	eamA	8	0.769	0.25
0.943	Nx	0.25	1	BW_EC	8	0.793	0.25
0.932	Nx	0.25	2	eamA	8	0.784	0.25
0.938	Nx	0.25	2	BW_EC	8	0.786	0.25
0.806	Nx	0.25	1	yhbE	8	0.657	0.25
0.897	Nx	0.25	1	BW_SG	8	0.754	0.25
0.764	Nx	0.25	2	yhbE	8	0.617	0.25
